Igelknoppsfly;Globia sparganii;(Esper, 1790);NT;110
Pestrotsfly;Hydraecia petasitis;Doubleday, 1847;NT;44
Brokigt ängsfly;Oligia versicolor;(Borkhausen, 1792);NT;196
Ljusgrått ängsfly;Pabulatrix pabulatricula;(Brahm, 1791);EN;8
Vitt stråfly;Photedes morrisii;(Dale, 1837);EN;47
Vinkelprytt rörfly;Phragmatiphila nexa;(Hübner, 1808);VU;1
Rotstreckat stråfly;Protarchanara brevilinea;(Fenn, 1864);VU;56
Brunstarrsfly;Sedina buettneri;(E.Hering, 1858);NT;18
Kärrängsfly;Athetis pallustris;(Hübner, 1808);NT;9
Vitribbat strandfly;Conisania leineri;(Freyer, 1836);CR;12
Vitfläckat nejlikfly;Hadena albimacula;(Borkhausen, 1792);NT;29
Större vitblärefly;Hadena bicruris;(Hufnagel, 1766);NT;162
Mindre vitblärefly;Hadena capsincola;(Denis & Schiffermüller, 1775);NT;26
Vitbandat nejlikfly;Hadena compta;(Denis & Schiffermüller, 1775);NT;228
Praktnejlikfly;Hadena confusa;(Hufnagel, 1766);NT;156
Gulpudrat nejlikfly;Hadena filograna;(Esper, 1788);VU;7
Gulbrunt nejlikfly;Hadena perplexa;(Denis & Schiffermüller, 1775);VU;109
Vitpunkterat lundfly;Sideridis turbida;(Esper, 1790);EN;54
Vitstreckat gräsfly;Mythimna litoralis;(Curtis, 1827);VU;45
Rödbrunt gräsfly;Mythimna turca;(Linnaeus, 1761);NT;83
Strimvassfly;Senta flammea;(Curtis, 1826);NT;18
Storringat jordfly;Euxoa recussa;(Hübner, 1817);NT;6
Blågrått jordfly;Xestia ashworthii;(Doubleday, 1855);NT;2
Hedjordfly;Xestia castanea;(Esper, 1796);NT;6
Gulbrunt rovfly;Cosmia affinis;(Linnaeus, 1767);EN;10
Brunrött rovfly;Cosmia pyralina;(Denis & Schiffermüller, 1775);NT;325
Streckbackfly;Agrochola lychnidis;(Denis & Schiffermüller, 1775);NT;393
Ockragult gulvingsfly;Cirrhia gilvago;(Denis & Schiffermüller, 1775);NT;120
Brungrå högstjärt;Clostera anastomosis;(Linnaeus, 1758);NT;11
Silversmygare;Hesperia comma;(Linnaeus, 1758);NT;716
;Hesperia comma comma;(Linnaeus, 1758);NT;1
Backvisslare;Pyrgus armoricanus;(Oberthür, 1910);VU;471
Violettkantad guldvinge;Lycaena hippothoe;(Linnaeus, 1760);NT;697
Mindre blåvinge;Cupido minimus;(Fuessly, 1775);NT;1001
;Eumedonia eumedon arenicola;(Burrau, 1953);EN;2
Alkonblåvinge;Phengaris alcon;(Denis & Schiffermüller, 1775);EN;367
Svartfläckig blåvinge;Phengaris arion;(Linnaeus, 1758);NT;1313
Väpplingblåvinge;Polyommatus dorylas;(Denis & Schiffermüller, 1775);NT;273
Krattsnabbvinge;Satyrium ilicis;(Esper, 1779);NT;399
Almsnabbvinge;Satyrium w-album;(Knoch, 1782);NT;896
Hedpärlemorfjäril;Fabriciana niobe;(Linnaeus, 1758);VU;841
Tryfjäril;Limenitis camilla;(Linnaeus, 1764);EN;446
Ängsnätfjäril;Melitaea cinxia;(Linnaeus, 1758);NT;944
Sotnätfjäril;Melitaea diamina;(Lang, 1789);NT;716
Grönfläckig vitfjäril;Pontia edusa;(Fabricius, 1777);EN;44
Pestskråpsfjädermott;Buszkoiana capnodactyla;(Zeller, 1841);VU;9
Klofibblefjädermott;Crombrugghia distans;(Zeller, 1847);NT;25
Kungsmyntefjädermott;Merrifieldia baliodactyla;Zeller, 1841;NT;5
Linjesprötat timjanfjädermott;Merrifieldia leucodactyla;(Denis & Schiffermüller, 1775);NT;60
Fläcksprötat timjanfjädermott;Merrifieldia tridactyla;(Linnaeus, 1758);NT;14
Kattfotsfjädermott;Platyptilia tesseradactyla;(Linnaeus, 1761);VU;1
Svartstrimmigt gräsmott;Agriphila deliella;(Hübner, 1813);VU;18
Smalvingegräsmott;Agriphila poliella;(Treitschke, 1832);EN;25
Glänsande sandgräsmott;Catoptria lythargyrella;(Hübner, 1796);VU;38
Svart violmott;Heliothela wulfeniana;(Scopoli, 1763);NT;21
Jättestarrsmott;Nascia cilialis;(Hübner, 1796);NT;37
Sandfältsljusmott;Pyrausta aerealis;Hübner, 1793;VU;152
Svart ljusmott;Pyrausta nigrata;(Scopoli, 1763);NT;1
Dubbelbandat ljusmott;Pyrausta ostrinalis;(Hübner, 1796);NT;110
Porfyrljusmott;Pyrausta porphyralis;(Denis & Schiffermüller, 1775);VU;3
Vitt ugglemott;Eudonia laetella;(Zeller, 1846);NT;2
Bokskogsugglemott;Scoparia conicella;(de La Harpe, 1863);NT;12
Bokstavsmott;Diasemia reticularis;(Linnaeus, 1761);CR;8
Kvadratmott;Udea olivalis;(Denis & Schiffermüller, 1775);NT;168
Bergeksbladmott;Acrobasis tumidana;(Denis & Schiffermüller, 1775);NT;34
Skiktdynemott;Apomyelois bistriatella;(Hulst, 1887);NT;10
Brunt timjansmott;Delplanqueia dilutella;(Denis & Schiffermüller, 1775);VU;87
Förväxlat timjansmott;Delplanqueia inscriptella;(Duponchel, 1836);NT;42
Åkerväddsmott;Eurhodope cirrigerella;(Zincken, 1818);VU;40
Rosenmott;Eurhodope rosella;(Scopoli, 1763);CR;3
Askbarkmott;Euzophera pinguis;(Haworth, 1811);NT;241
Brokigt timjansmott;Pempeliella ornatella;(Denis & Schiffermüller, 1775);NT;38
Eklavmal;Infurcitinea argentimaculella;(Stainton, 1849);NT;31
Månlavmal;Karsholtia marianii;(Rebel, 1936);NT;2
Klocksäckspinnare;Bacotia claustrella;(Bruand, 1845);NT;12
Korkmusslingsmal;Nemapogon fungivorellus;(Benander, 1939);VU;1
Svartbräkenmal;Psychoides verhuella;Bruand, 1853;VU;2
Dunmal;Tinea dubiella;Stainton, 1859;DD;1
Kärrvialssikelvecklare;Ancylis paludana;(Barrett, 1871);NT;43
Almsikelvecklare;Ancylis upupana;(Treitschke, 1835);NT;17
Strecksumpvecklare;Bactra suedana;Bengtsson, 1989;NT;2
Puktörnevecklare;Cydia microgrammana;(Guenée, 1845);NT;10
Grå röllikerotvecklare;Dichrorampha incognitana;(Kremky & Maslowski, 1933);EN;1
Stinksyskevecklare;Endothenia nigricostana;(Haworth, 1811);NT;20
Klintrotvecklare;Endothenia oblongana;(Haworth, 1811);NT;10
Knölsyskevecklare;Endothenia pullana;(Haworth, 1811);NT;6
Krisslevecklare;Epiblema junctana;(Herrich-Schäffer, 1856);NT;3
Strandmalörtsgallvecklare;Eucosma krygeri;(Rebel, 1937);CR;11
Gul rotvecklare;Eucosma messingiana;(F.v Röslerstam, 1837);NT;8
Humlevecklare;Grapholita discretana;(Wocke, 1861);DD;1
Sötvedelsvecklare;Grapholita pallifrontana;(Lienig & Zeller, 1846);NT;18
Hagtornssolvecklare;Pammene agnotana;Rebel, 1914;NT;21
Asksolvecklare;Pammene suspectana;(Lienig & Zeller, 1846);NT;15
Rödklintsrotvecklare;Pelochrista caecimaculana;(Hübner, 1799);NT;29
Månskärerotvecklare;Pelochrista huebneriana;(Lienig & Zeller, 1846);NT;4
Fältmalörtsrotvecklare;Pelochrista infidana;(Hübner, 1824);VU;93
Åkerväddsvecklare;Selenodes karelica;(Tengström, 1875);NT;6
Olvonvårvecklare;Acleris schalleriana;(Linnaeus, 1761);NT;7
Odörtsblomvecklare;Aethes beatricella;(Walsingham, 1898);VU;1
Strätteblomvecklare;Aethes fennicana;(M.Hering, 1924);NT;1
Rutig korgblomvecklare;Aethes tesserana;(Denis & Schiffermüller, 1775);CR;8
Sandsnedbandsvecklare;Clepsis pallidana;(Fabricius, 1776);VU;121
Gråbinkevecklare;Cochylidia heydeniana;(Herrich-Schäffer, 1851);NT;35
Mindre fältmalörtsrotvecklare;Cochylidia moguntiana;(Rössler, 1864);VU;18
Svartklintsblomvecklare;Cochylimorpha straminea;(Haworth, 1811);VU;39
Större vitbandsvecklare;Xerocnephasia rigana;(Sodoffsky, 1829);VU;40
Slåttergubbemal;Digitivalva arnicella;(von Heyden, 1863);VU;8
Luddkrisslemal;Digitivalva valeriella;(Snellen, 1878);CR;6
Lungrotsmal;Heliodines roesella;(Linnaeus, 1758);VU;2
Skörbjuggsörtsmal;Rhigognostis annulatella;(Curtis, 1832);NT;3
Askbrunmal;Zelleria hepariella;Stainton, 1849;NT;8
Mindre snigelspinnare;Heterogenea asella;(Denis & Schiffermüller, 1775);NT;47
Ängsmetallvinge;Adscita statices;(Linnaeus, 1758);NT;2340
Sexfläckig bastardsvärmare;Zygaena filipendulae;(Linnaeus, 1758);NT;2120
Bredbrämad bastardsvärmare;Zygaena lonicerae;(Scheven, 1777);NT;1265
Klubbsprötad bastardsvärmare;Zygaena minos;(Denis & Schiffermüller, 1775);NT;86
Mindre bastardsvärmare;Zygaena viciae;(Denis & Schiffermüller, 1775);NT;1039
Fläckig myrlejonslända;Euroleon nostras;(Fourcroy, 1785);VU;203
Liten myrlejonslända;Myrmeleon bore;(Tjeder, 1941);NT;81
Vattenmyrlejonslända;Osmylus fulvicephalus;(Scopoli, 1763);NT;31
Ribbsvampslända;Sisyra dalii;McLachlan, 1866;NT;6
Dvärgflickslända;Nehalennia speciosa;(Charpentier, 1840);VU;2
Trumgräshoppa;Psophus stridulus;(Linnaeus, 1758);EN;1
Mullvadssyrsa;Gryllotalpa gryllotalpa;(Linnaeus, 1758);NT;27
;Nemoura dubitans;Morton, 1894;VU;4
;Brachyptera braueri;(Klapálek, 1900);VU;2
;Wormaldia occipitalis;(Pictet, 1834);VU;28
;Agapetus fuscipes;Curtis, 1834;VU;17
;Odontocerum albicorne;(Scopoli, 1763);NT;72
;Ecclisopteryx dalecarlica;Kolenati, 1848;NT;31
;Crunoecia irrorata;(Curtis, 1834);VU;79
;Beraea maura;(Curtis, 1834);VU;8
;Ernodes articularis;(Pictet, 1834);DD;7
Spetssköldbladfoting;Lepidurus apus;(Linnaeus, 1758);EN;6
Flodkräfta;Astacus astacus;(Linnaeus, 1758);CR;10
Långbent spindelkrabba;Inachus dorsettensis;(Pennant, 1777);NT;1
Korthornad knölkrabba;Eurynome aspera;(Pennant, 1777);NT;2
Tretandskrabba;Geryon trispinosus;(Herbst, 1803);NT;1
Tvåkölad lerräka;Crangon allmanni;Kinahan, 1860;NT;2
;Ampelisca macrocephala;Liljeborg, 1853;NT;1
;Haploops tenuis;Kanneworff, 1966;CR;52
;Haploops tubicola;Lilljeborg, 1856;CR;45
;Deshayesorchestia deshayesii;(Audouin, 1826);DD;5
;Orchestia gammarellus;(Pallas, 1766);DD;27
;Talitrus saltator;(Montagu, 1808);DD;22
;Proasellus coxalis;(Dollfus, 1892);VU;11
;Eurydice pulchra;Leach, 1815;DD;1
;Armadillidium opacum;(Koch, 1844);NT;11
Myrbogråsugga;Platyarthrus hoffmannseggi;Brandt, 1833;NT;143
;Trichoniscoides saeroeensis;Lohmander, 1924;NT;2
Björntrattspindel;Coelotes atropos;(Walckenaer, 1830);VU;15
Källarmörkerspindel;Amaurobius ferox;(Walckenaer, 1830);NT;37
Knölspindel;Araneus angulatus;Clerck, 1757;NT;25
Praktsporrspindel;Cheiracanthium elegans;Thorell, 1875;NT;27
Dalsäckspindel;Clubiona germanica;Thorell, 1871;NT;1
Dvärgsäckspindel;Clubiona subtilis;L.Koch, 1867;NT;7
Hällsäckspindel;Porrhoclubiona genevensis;(L.Koch, 1866);NT;4
Dynkardarspindel;Archaeodictyna ammophila;(Menge, 1871);EN;18
Dvärgskimmerspindel;Micaria lenzi;Bösenberg, 1899;VU;5
Nacktofsspindel;Acartauchenius scurrilis;(O.Pickard-Cambridge, 1873);NT;2
Kärrbulspindel;Pelecopsis radicicola;(L.Koch, 1872);NT;5
Grotthuvudspindel;Walckenaeria incisa;(O.Pickard-Cambridge, 1871);NT;4
Kärrvättespindel;Porrhomma oblitum;(O.Pickard-Cambridge, 1871);NT;14
Myrtaggfoting;Zora parallela;Simon, 1878;NT;3
Eksnabblöpare;Philodromus praedatus;O.Pickard-Cambridge, 1871;NT;4
Sandsnabblöpare;Rhysodromus fallax;(Sundevall, 1833);NT;10
Prickig flinkspindel;Phrurolithus minimus;C.L.Koch, 1839;VU;3
Vitbrämad hoppspindel;Pseudicius encarpatus;(Walckenaer, 1802);NT;1
Torvmyrespindel;Synageles hilarulus;(C.L.Koch, 1848);DD;5
Myrfuktspindel;Robertus ungulatus;Vogelsanger, 1944;NT;7
Tuvklotspindel;Rugathodes instabilis;(O.Pickard-Cambridge, 1871);NT;8
Hålklotspindel;Theridion familiare;O.Pickard-Cambridge, 1871;NT;7
Sandkrabbspindel;Psammitis sabulosus;(Hahn, 1832);VU;5
Tapetserarspindel;Atypus affinis;Eichwald, 1830;VU;90
Sköldlocke;Trogulus tricarinatus;(Linnaeus, 1767);NT;8
Dvärgklokrypare;Cheiridium museorum;(Leach, 1817);NT;2
Hålträdsklokrypare;Anthrenochernes stellae;Lohmander, 1939;NT;8
Havsnejonöga;Petromyzon marinus;Linnaeus, 1758;EN;7
Klorocka;Amblyraja radiata;(Donovan, 1808);EN;3
Knaggrocka;Raja clavata;Linnaeus, 1758;NT;1
Atlantstör;Acipenser oxyrinchus;Mitchill, 1815;RE;3
Ål;Anguilla anguilla;(Linnaeus, 1758);CR;171
Torsk;Gadus morhua;Linnaeus, 1758;VU;57
Kolja;Melanogrammus aeglefinus;(Linnaeus, 1758);VU;4
Vitling;Merlangius merlangus;(Linnaeus, 1758);VU;14
Lyrtorsk;Pollachius pollachius;(Linnaeus, 1758);CR;2
Lake;Lota lota;(Linnaeus, 1758);VU;52
Långa;Molva molva;(Linnaeus, 1758);EN;2
Mal;Silurus glanis;Linnaeus, 1758;NT;1330
Skogshare;Lepus timidus;Linnaeus, 1758;NT;100
Mohare;Lepus timidus sylvaticus;Nilsson, 1831;;3
Svartråtta;Rattus rattus;(Linnaeus, 1758);RE;4
Utter;Lutra lutra;(Linnaeus, 1758);NT;1132
Barbastell;Barbastella barbastellus;(Schreber, 1774);NT;1327
Nordfladdermus;Eptesicus nilssonii;(A.Keyserling & Blasius, 1839);NT;4008
Sydfladdermus;Eptesicus serotinus;(Schreber, 1774);NT;306
Nymffladdermus;Myotis alcathoe;von Helversen & Heller, 2001;EN;12
Bechsteins fladdermus;Myotis bechsteinii;(Kuhl, 1817);EN;54
Dammfladdermus;Myotis dasycneme;(F.Boie, 1825);NT;154
Större musöra;Myotis myotis;(Borkhausen, 1797);EN;48
Fransfladdermus;Myotis nattereri;(Kuhl, 1817);NT;625
Mindre brunfladdermus;Nyctalus leisleri;(Kuhl, 1817);VU;46
Sydpipistrell;Pipistrellus pipistrellus;(Schreber, 1774);VU;471
Brunlångöra;Plecotus auritus;(Linnaeus, 1758);NT;1154
Grålångöra;Plecotus austriacus;(J.B.Fischer, 1829);CR;2
Igelkott;Erinaceus europaeus;Linnaeus, 1758;NT;32896
Sandödla;Lacerta agilis;Linnaeus, 1758;VU;1053
Hasselsnok;Coronella austriaca;Laurenti, 1768;VU;29
Fjällgås;Anser erythropus;(Linnaeus, 1758);CR;98
Skogsgås;Anser fabalis;(Latham, 1787);VU;3465
Gravand;Tadorna tadorna;(Linnaeus, 1758);NT;84010
Alfågel;Clangula hyemalis;(Linnaeus, 1758);NT;23989
Ejder;Somateria mollissima;(Linnaeus, 1758);EN;65203
Svärta;Melanitta fusca;(Linnaeus, 1758);VU;24541
Brunand;Aythya ferina;(Linnaeus, 1758);EN;30870
Bergand;Aythya marila;(Linnaeus, 1761);EN;17013
Årta;Spatula querquedula;(Linnaeus, 1758);EN;14764
Skedand;Spatula clypeata;(Linnaeus, 1758);NT;55843
Bläsand;Mareca penelope;(Linnaeus, 1758);VU;88250
Stjärtand;Anas acuta;Linnaeus, 1758;VU;36250
Kricka;Anas crecca;Linnaeus, 1758;VU;92469
Eurasisk kricka;Anas crecca crecca;Linnaeus, 1758;NE;1
Järpe;Tetrastes bonasia;(Linnaeus, 1758);NT;10
Rapphöna;Perdix perdix;(Linnaeus, 1758);NT;11485
Vaktel;Coturnix coturnix;(Linnaeus, 1758);NT;2860
Smådopping;Tachybaptus ruficollis;(Pallas, 1764);NT;43735
Svarthalsad dopping;Podiceps nigricollis;C.L. Brehm, 1783;EN;956
Kornknarr;Crex crex;(Linnaeus, 1758);NT;695
Småfläckig sumphöna;Porzana porzana;(Linnaeus, 1766);VU;743
Strandskata;Haematopus ostralegus;Linnaeus, 1758;NT;70576
Tofsvipa;Vanellus vanellus;(Linnaeus, 1758);VU;86118
Svartbent strandpipare;Anarhynchus alexandrinus;(Linnaeus, 1758);RE;391
Storspov;Numenius arquata;(Linnaeus, 1758);EN;69716
Myrspov;Limosa lapponica;(Linnaeus, 1758);VU;32304
Rödspov;Limosa limosa;(Linnaeus, 1758);EN;6418
Europeisk rödspov;Limosa limosa limosa;(Linnaeus, 1758);NE;156
Dubbelbeckasin;Gallinago media;(Latham, 1787);NT;674
Drillsnäppa;Actitis hypoleucos;Linnaeus, 1758;NT;37517
Svartsnäppa;Tringa erythropus;(Pallas, 1764);NT;25509
Roskarl;Arenaria interpres;(Linnaeus, 1758);EN;7071
Brushane;Calidris pugnax;(Linnaeus, 1758);VU;39192
Sydlig kärrsnäppa;Calidris alpina schinzii;(C.L. Brehm, 1822);CR;512
Kustlabb;Stercorarius parasiticus;(Linnaeus, 1758);NT;6911
Kustlabb, mörk morf;Stercorarius parasiticus, dark morph;;NE;566
Kustlabb, intermediär morf;Stercorarius parasiticus, intermediate morph;;NE;48
Kustlabb, ljus morf;Stercorarius parasiticus, light morph;;NE;535
Lunnefågel;Fratercula arctica;(Linnaeus, 1758);RE;450
Tobisgrissla;Cepphus grylle;(Linnaeus, 1758);NT;10023
Östersjötobisgrissla;Cepphus grylle grylle;(Linnaeus, 1758);NE;3
Atlanttobisgrissla;Cepphus grylle arcticus;(C.L.Brehm, 1824);NE;2
Småtärna;Sternula albifrons;(Pallas, 1764);NT;18328
Skräntärna;Hydroprogne caspia;(Pallas, 1770);NT;19793
Svarttärna;Chlidonias niger;(Linnaeus, 1758);VU;14971
Kentsk tärna;Thalasseus sandvicensis;(Latham, 1787);NT;41740
Tretåig mås;Rissa tridactyla;(Linnaeus, 1758);EN;8217
Skrattmås;Chroicocephalus ridibundus;(Linnaeus, 1758);NT;91430
Fiskmås;Larus canus;Linnaeus, 1758;NT;76304
Europeisk fiskmås;Larus canus canus;Linnaeus, 1758;NE;18
Gråtrut;Larus argentatus;Pontoppidan, 1763;VU;69249
Skandinavisk gråtrut;Larus argentatus argentatus;Pontoppidan, 1763;NE;186
Havstrut;Larus marinus;Linnaeus, 1758;VU;47718
Östersjötrut;Larus fuscus fuscus;Linnaeus, 1758;VU;1145
Smålom;Gavia stellata;(Pontoppidan, 1763);NT;23924
Svart stork;Ciconia nigra;(Linnaeus, 1758);RE;646
Vit stork;Ciconia ciconia;(Linnaeus, 1758);EN;28916
Toppskarv;Gulosus aristotelis;(Linnaeus, 1761);VU;6558
Rördrom;Botaurus stellaris;(Linnaeus, 1758);NT;3741
Tornseglare;Apus apus;(Linnaeus, 1758);EN;38522
Tornuggla;Tyto alba;(Scopoli, 1769);CR;21
Östeuropeisk tornuggla;Tyto alba guttata;(C.L. Brehm, 1831);NE;1
Hornuggla;Asio otus;(Linnaeus, 1758);NT;10975
Fjälluggla;Bubo scandiacus;(Linnaeus, 1758);CR;8
Berguv;Bubo bubo;(Linnaeus, 1758);VU;1786
Lappuggla;Strix nebulosa;J.R. Forster, 1772;VU;43
Kungsörn;Aquila chrysaetos;(Linnaeus, 1758);NT;11019
Duvhök;Astur gentilis;(Linnaeus, 1758);NT;13268
Blå kärrhök;Circus cyaneus;(Linnaeus, 1766);NT;37991
Ängshök;Circus pygargus;(Linnaeus, 1758);EN;2201
Brun glada;Milvus migrans;(Boddaert, 1783);EN;8025
Havsörn;Haliaeetus albicilla;(Linnaeus, 1758);NT;66319
Fjällvråk;Buteo lagopus;(Pontoppidan, 1763);NT;29077
Härfågel;Upupa epops;Linnaeus, 1758;RE;272
Blåkråka;Coracias garrulus;Linnaeus, 1758;RE;9
Kungsfiskare;Alcedo atthis;(Linnaeus, 1758);VU;23654
Spillkråka;Dryocopus martius;(Linnaeus, 1758);NT;30055
Tretåig hackspett;Picoides tridactylus;(Linnaeus, 1758);NT;2
Mindre hackspett;Dryobates minor;(Linnaeus, 1758);NT;18269
Stenfalk;Falco columbarius;Linnaeus, 1758;NT;16594
Pilgrimsfalk;Falco peregrinus;Tunstall, 1771;NT;31803
Jaktfalk;Falco rusticolus;Linnaeus, 1758;EN;444
Sommargylling;Oriolus oriolus;(Linnaeus, 1758);EN;6065
Tjocknäbbad nötkråka;Nucifraga caryocatactes caryocatactes;(Linnaeus, 1758);NT;42
Kråka;Corvus corone;Linnaeus, 1758;NT;322
Gråkråka;Corvus corone cornix;Linnaeus, 1758;NE;96049
Pungmes;Remiz pendulinus;(Linnaeus, 1758);CR;6080
Entita;Poecile palustris;(Linnaeus, 1758);NT;29897
Talltita;Poecile montanus;(Conrad von Baldenstein, 1827);NT;4988
Tofslärka;Galerida cristata;(Linnaeus, 1758);RE;57
Berglärka;Eremophila alpestris;(Linnaeus, 1758);VU;1123
Busksångare;Acrocephalus dumetorum;Blyth, 1849;NT;42
Rörsångare;Acrocephalus scirpaceus;(Hermann, 1804);NT;22391
Trastsångare;Acrocephalus arundinaceus;(Linnaeus, 1758);NT;439
Flodsångare;Locustella fluviatilis;(Wolf, 1810);NT;414
Vassångare;Locustella luscinioides;(Savi, 1824);VU;228
Backsvala;Riparia riparia;(Linnaeus, 1758);VU;22136
Hussvala;Delichon urbicum;(Linnaeus, 1758);VU;31670
Grönsångare;Phylloscopus sibilatrix;(Bechstein, 1793);NT;13692
Lundsångare;Phylloscopus trochiloides;(Sundevall, 1837);NT;127
Höksångare;Curruca nisoria;(Bechstein, 1795);VU;271
Ärtsångare;Curruca curruca;(Linnaeus, 1758);NT;29560
Europeisk ärtsångare;Curruca curruca curruca;(Linnaeus, 1758);NE;41
Ob. stäpp-/sibirisk ärtsångare;Curruca curruca halimodendri/blythi;;;2
Stare;Sturnus vulgaris;Linnaeus, 1758;VU;77700
Rödvingetrast;Turdus iliacus;Linnaeus, 1766;NT;27453
Björktrast;Turdus pilaris;Linnaeus, 1758;NT;46271
Svartvit flugsnappare;Ficedula hypoleuca;(Pallas, 1764);NT;20890
Tajgablåstjärt;Tarsiger cyanurus;(Pallas, 1773);EN;15
Svart rödstjärt;Phoenicurus ochruros;(S.G. Gmelin, 1774);NT;17020
Västlig svart rödstjärt;Phoenicurus ochruros gibraltariensis;(J.F. Gmelin, 1789);NE;29
Buskskvätta;Saxicola rubetra;(Linnaeus, 1758);NT;22078
Svarthakad buskskvätta;Saxicola rubicola;(Linnaeus, 1766);VU;6804
Västlig svarthakad buskskvätta;Saxicola rubicola hibernans;(Hartert, 1910);NE;17
Fältpiplärka;Anthus campestris;(Linnaeus, 1758);EN;5470
Rödstrupig piplärka;Anthus cervinus;(Pallas, 1811);VU;3612
Rosenfink;Carpodacus erythrinus;(Pallas, 1770);NT;5908
Tallbit;Pinicola enucleator;(Linnaeus, 1758);VU;681
Grönfink;Chloris chloris;(Linnaeus, 1758);EN;59631
Vinterhämpling;Linaria flavirostris;(Linnaeus, 1758);VU;17375
Gulhämpling;Serinus serinus;(Linnaeus, 1766);VU;4657
Lappsparv;Calcarius lapponicus;(Linnaeus, 1758);VU;1410
Sävsparv;Emberiza schoeniclus;(Linnaeus, 1758);NT;49207
Dvärgsparv;Emberiza pusilla;Pallas, 1776;VU;91
Videsparv;Emberiza rustica;Pallas, 1776;NT;28
Kornsparv;Emberiza calandra;Linnaeus, 1758;EN;5944
Ortolansparv;Emberiza hortulana;Linnaeus, 1758;CR;548
Gulsparv;Emberiza citrinella;Linnaeus, 1758;NT;56039
Grönfläckig padda;Bufotes viridis;(Laurenti, 1768);VU;1191
Strandpadda;Epidalea calamita;(Laurenti, 1768);NT;1175
Lökgroda;Pelobates fuscus;(Laurenti, 1768);VU;1211
Gölgroda;Pelophylax lessonae;(Camerano, 1882);VU;3
Långbensgroda;Rana dalmatina;Bonaparte, 1840;NT;1181
Hoppanemon;Stomphia coccinea;(O.F. Müller, 1776);VU;19
Gul solsjöstjärna;Solaster endeca;(Linnaeus, 1771);VU;2
Mindre fransormstjärna;Ophiura robusta;(Ayres, 1854);VU;53
Trubbig sandmussla;Mya truncata;Linnaeus, 1758;VU;2
Tunnskalig småhjärtmussla;Parvicardium hauniense;(Høpner Peterson & Russell, 1971);VU;1
Flodpärlmussla;Margaritifera margaritifera;(Linnaeus, 1758);EN;83
Flat dammussla;Pseudanodonta complanata;(Rossmaessler, 1835);NT;48
Tjockskalig målarmussla;Unio crassus;Philipsson, 1788;EN;240
Äkta målarmussla;Unio pictorum;(Linnaeus, 1758);NT;85
Mindre skaftmussla;Nuculana minuta;(O. F. Müller, 1776);NT;6
Större skaftmussla;Nuculana pernula;(O.F.Müller, 1779);VU;11
Liktandad dvärgmussla;Crenella decussata;(Montagu, 1808);VU;26
Större hästmussla;Modiolus modiolus;(Linnaeus, 1758);VU;40
Svartmussla;Musculus niger;(J. E. Gray, 1824);EN;18
Nålsnäcka;Platyla polita;(Hartmann, 1840);VU;6
Blek lakunsnäcka;Lacuna pallidula;(Da Costa, 1778);DD;4
Gömnavlad borrsnäcka;Cryptonatica affinis;(Gmelin, 1791);DD;3
Smånavlad borrnäcka;Euspira pallida;(Broderip & Sowerby, 1829);VU;1
Vitrinsnäcka;Vitreolina incurva;(Bucquoy et al., 1883);DD;13
Tvåtandad spolsnäcka;Alinda biplicata;(Montagu, 1803);NT;20
Östspolsnäcka;Strigillaria cana;(Held, 1836);VU;9
Knölläppad spolsnäcka;Laciniaria plicata;(Draparnaud, 1801);NT;6
Bukspolsnäcka;Macrogastra ventricosa;(Draparnaud, 1801);VU;53
Tandsnäcka;Perforatella bidentata;(Gmelin, 1788);NT;29
Större agatsnäcka;Cochlicopa nitens;(Gallenstein, 1848);EN;6
Större barksnäcka;Ena montana;(Draparnaud, 1801);NT;1
Kärrpuppsnäcka;Pupilla alpicola pratensis;(Westerlund, 1871);NT;52
Lamellsnäcka;Spermodea lamellata;(Jeffreys, 1830);NT;15
Kalkkärrsgrynsnäcka;Vertigo geyeri;Lindholm, 1925;NT;81
Större grynsnäcka;Vertigo moulinsiana;(Dupuy, 1849);VU;45
Smal dammsnäcka;Omphiscola glabra;(O. F. Müller, 1774);NT;22
Sirlig skivsnäcka;Anisus vorticulus;(Troschel, 1834);DD;1
Glatt skivsnäcka;Gyraulus laevis;(Alder, 1838);NT;2
Sumpkamgälsnäcka;Valvata macrostoma;Mørch, 1864;NT;4
Större skålsnäcka;Patella vulgata;Linnaeus, 1758;CR;1
Grå landplanarie;Microplana terrestris;(O.F.Müller, 1774);DD;26
Sjöhjortron;Nostoc zetterstedtii;Aresch. ex Bornet & Flahault;NT;16
Cinnoberfläck;Coniocarpon cinnabarinum;DC.;CR;55
Ekpricklav;Inoderma byssaceum;(Weigel) Gray;VU;61
Matt pricklav;Pachnolepia pruinata;(Pers.) Frisch & G.Thor;NT;177
Orangepudrad klotterlav;Alyxoria ochrocheila;(Nyl.) Ertz & Tehler;NT;480
Gammelekslav;Lecanographa amylacea;(Ehrh. ex Pers.) Egea & Torrente;NT;115
Blemlavsklotter;Phacographa zwackhii;(A.massal ex Zwackh) Hafellner;DD;5
Stiftklotterlav;Opegrapha vermicellifera;(Kunze) J.R.Laundon;NT;1484
Barkzonlav;Enterographa crassa;(DC.) Fée;EN;33
Klippzonlav;Enterographa hutchinsiae;(Leight.) A.Massal.;EN;128
Skrift-skärelav;Schismatomma graphidioides;(Leight.) Zahlbr.;EN;44
