Ekbrunbagge;Hypulus quercinus;(Quensel, 1790);NT;34
Kolsvart brunbagge;Melandrya barbata;(Fabricius, 1787);EN;5
Blåsvart brunbagge;Melandrya caraboides;(Linnaeus, 1760);EN;24
Djupsvart brunbagge;Melandrya dubia;(Schaller, 1783);EN;1
Liten brunbagge;Orchesia minor;Walker, 1837;NT;14
Varierad brunbagge;Osphya bipunctata;(Fabricius, 1775);VU;1
Korthalsad majbagge;Meloe brevicollis;Panzer, 1793;EN;1
Svart majbagge;Meloe proscarabaeus;Linnaeus, 1758;NT;1143
Varierad tornbagge;Variimorda villosa;(Schrank, 1781);VU;2
Skulderfläckad gaddbagge;Mordellistena humeralis;(Linnaeus, 1758);NT;2
Gul gaddbagge;Mordellistena neuwaldeggiana;(Panzer, 1796);NT;8
Tiofläckig vedsvampbagge;Mycetophagus decempunctatus;Fabricius, 1801;NT;1
Rödhalsad vedsvampbagge;Mycetophagus fulvicollis;Fabricius, 1792;NT;4
Fyrfläckad vedsvampbagge;Mycetophagus quadriguttatus;Müller, 1821;NT;47
Glänsande blombagge;Ischnomera caerulea;(Linnaeus, 1758);VU;2
Matt blombagge;Ischnomera cinerascens;(Pandellé, 1867);NT;56
Gropig blombagge;Ischnomera sanguinicollis;(Fabricius, 1787);EN;6
Vasstandad trädbasbagge;Lissodema denticolle;(Gyllenhal, 1813);NT;49
Gulbent kamklobagge;Allecula morio;(Fabricius, 1787);NT;33
Mörkbent kamklobagge;Allecula rhenana;Bach, 1856;VU;12
;Hymenalia rufipes;(Fabricius, 1792);NT;8
Mindre svampklobagge;Mycetochara humeralis;(Fabricius, 1787);NT;7
Becksvart kamklobagge;Prionychus melanarius;(Germar, 1813);VU;1
Blåglänsande svartbagge;Platydema violaceum;(Fabricius, 1790);NT;31
Tvåfärgad barksvartbagge;Corticeus bicolor;(Olivier, 1790);NT;33
Brokig barksvartbagge;Corticeus fasciatus;(Fabricius, 1790);VU;14
Tallbarksvartbagge;Corticeus fraxini;(Kugelann, 1794);VU;1
;Corticeus longulus;(Gyllenhal, 1827);VU;6
Assvartbagge;Phaleria cadaverina;(Fabricius, 1792);VU;25
Klumpigt dödsbud;Blaps lethifera;Marsham, 1802;EN;1
Vanligt dödsbud;Blaps mortisaga;(Linnaeus, 1758);EN;2
Taggig svartbagge;Eledonoprius armatus;(Panzer, 1799);CR;1
;Opatrum riparium;Scriba, 1865;EN;1
Matt mjölbagge;Tenebrio opacus;Duftschmid, 1812;VU;5
Större sågsvartbagge;Uloma culinaris;(Linnaeus, 1758);NT;99
;Synchita variegata;Hellwig, 1792;NT;114
Stor sandrovfluga;Antipalus varipes;(Meigen, 1820);VU;20
Getingrovfluga;Asilus crabroniformis;Linnaeus, 1758;VU;145
Stubbhårsskuldrad rovfluga;Machimus arthriticus;(Zeller, 1840);VU;27
Vallrovfluga;Choerades igneus;(Meigen, 1820);VU;53
Gördelrovfluga;Laphria ephippium;(Fabricius, 1781);VU;88
Blekfotad stekelrovfluga;Dioctria linearis;(Fabricius, 1787);RE;2
;Villa cingulata;(Meigen, 1804);VU;1
Mörkbårdad klarvingesvävfluga;Villa fasciata;(Meigen, 1804);RE;1
;Villa longicornis;Lyneborg, 1965;VU;8
;Leopoldius signatus;(Wiedemann in Meigen, 1824);VU;4
;Myopa variegata;Meigen, 1804;VU;1
;Myopa hirsuta;Stuke & Clements, 2008;NT;12
;Myopa fasciata;Meigen, 1804;NT;1
;Argyra loewi;Kowarz, 1879;NT;1
Pustastyltfluga;Cryptophlebs kerteszi;Lichtwardt, 1898;EN;1
;Dolichopus calinotus;Loew, 1871;EN;5
;Dolichopus nigripes;Fallén, 1823;VU;2
;Gymnopternus blankaartensis;Pollet, 1990;NT;11
;Tachytrechus ocior;Loew, 1869;DD;3
;Thinophilus flavipalpis;(Zetterstedt, 1843);VU;4
Vitstjärtad mulmstyltfluga;Systenus leucurus;Loew, 1859;NT;5
Rödhornad mulmstyltfluga;Systenus scholtzi;(Loew, 1850);VU;12
;Systenus tener;Loew, 1859;EN;2
;Microphor crassipes;(Macquart, 1827);DD;3
Gulbakig trädstyltfluga;Neurigona abdominalis;(Fallén, 1823);NT;2
Blankgul trädstyltfluga;Neurigona erichsoni;(Zetterstedt, 1843);VU;1
;Sciapus basilicus;Meuffels & Grootaert, 1990;NT;2
;Syntormon fuscipes;(von Roser, 1840);EN;9
;Syntormon subinermis;(Loew, 1869);EN;2
;Hirtodrosophila lundstroemi;(Duda, 1935);NT;2
;Lordiphosa acuminata;(Collin, 1952);DD;1
;Scathophaga scybalaria;(Linnaeus, 1758);VU;13
Tvärbandvingad skridfluga;Rainieria calceata;(Fallén, 1820);EN;13
Sydsmaragdfluga;Bellardia vespillo;(Fabricius, 1794);DD;1
;Bolopus furcatus;(Fallén, 1826);NT;1
;Coelopa pilipes;Haliday, 1838;VU;5
Gulbrokig barkfluga;Xylomya maculata;(Meigen, 1804);EN;9
;Beris fuscipes;Meigen, 1820;NT;1
;Beris vallata;(Forster, 1771);NT;15
Myrvapenfluga;Clitellaria ephippium;(Fabricius, 1775);VU;6
Långryggad barkvapenfluga;Eupachygaster tarsalis;(Zetterstedt, 1842);NT;19
Strömvapenfluga;Oxycera fallenii;Staeger, 1844;VU;1
Snedfläckig strömvapenfluga;Oxycera meigenii;Staeger, 1844;VU;3
Mindre strömvapenfluga;Oxycera nigricornis;Olivier, 1812;VU;8
Svartryggig strömvapenfluga;Oxycera pygmaea;(Fallén, 1817);NT;39
Brokig strömvapenfluga;Oxycera trilineata;(Linnaeus, 1767);NT;26
Svart jättevapenfluga;Stratiomys longicornis;(Scopoli, 1763);EN;8
Ljus bronsblomfluga;Callicera aenea;(Fabricius, 1777);NT;1
Mörk bronsblomfluga;Callicera aurata;(Rossi, 1790);NT;7
Griffelblomfluga;Ceriana conopsoides;(Linnaeus, 1758);NT;3
Boksavblomfluga;Brachyopa panzeri;Goffe, 1945;NT;4
Mindre parkblomfluga;Myolepta dubia;(Fabricius, 1805);VU;72
Lång dvärgblomfluga;Neoascia annexa;(Müller, 1776);NT;12
Svart hålblomfluga;Mallota cimbiciformis;(Fallén, 1817);VU;27
Praktblomfluga;Caliprobola speciosa;(Rossi, 1790);EN;1
Ullhårig pälsblomfluga;Criorhina floccosa;(Meigen, 1822);VU;31
Jordhumlefluga;Pocota personata;(Harris, 1780);NT;36
Boktigerfluga;Temnostoma meridionale;Krivosheina & Mamayev, 1962;NT;82
Bokvedblomfluga;Xylota abiens;Meigen, 1822;NT;17
Alléblomfluga;Xylota xanthocnema;Collin, 1939;VU;8
Tuvmyreblomfluga;Microdon devius;(Linnaeus, 1761);NT;1
Dynstäppblomfluga;Paragus constrictus;Simic, 1986;VU;21
Gulbent gullhårssnäppfluga;Chrysopilus asiliformis;(Preyssler, 1791);VU;13
Långnosad gullhårssnäppfluga;Chrysopilus erythrophthalmus;Loew, 1840;VU;2
;Chrysopilus nubecula;(Fallén, 1814);NT;3
;Chrysops rufipes;Meigen, 1820;NT;2
Saltfäbroms;Hybomitra expollicata;(Pandellé, 1883);VU;7
Höstbroms;Tabanus autumnalis;Linnaeus, 1761;EN;17
Miks kalögonbroms;Tabanus miki;Brauer, 1880;RE;1
;Actinoptera discoidea;(Fallén, 1814);NT;46
;Dithryca guttularis;(Meigen, 1826);NT;16
;Oxyna nebulosa;(Wiedemann, 1817);VU;31
;Platyparea discoidea;(Fabricius, 1787);NT;1
;Terellia plagiata;(Dahlbom, 1850);NT;2
Stinkfluga;Coenomyia ferruginea;Scopoli, 1763;EN;1
Mjölkvingad hårmygga;Bibio leucopterus;(Meigen, 1804);DD;3
Smalbent hårmygga;Bibio venosus;(Meigen, 1804);NT;3
;Dilophus humeralis;Zetterstedt, 1850;DD;2
Blygrå frossmygga;Anopheles plumbeus;Stephens, 1828;DD;11
Slank glansmygga;Ptychoptera longicauda;(Tonnoir, 1919);NT;2
Videkärrglansmygga;Ptychoptera scutellaris;Meigen, 1818;DD;1
;Ditomyia fasciata;(Meigen, 1818);RE;1
;Symmerus nobilis;Lackschewitz, 1937;NT;3
Getinglik svampmygga;Keroplatus tipuloides;Bosc, 1792;NT;36
;Ctenophora ornata;Meigen, 1818;VU;7
Dynstrimharkrank;Nephrotoma quadristriata;(Schummel, 1833);VU;2
Ljusstrimmig långhornsharkrank;Tipula flavolineata;Meigen, 1804;NT;9
Stor bäckharkrank;Tipula obscuriventris;Strobl, 1900;NT;1
Hornslamslända;Brachycercus harrisella;Curtis, 1834;VU;2
;Ephemera glaucops;Pictet, 1843;NT;4
;Rhithrogena germanica;Eaton, 1885;NT;12
;Siphlonurus armatus;Eaton, 1870;NT;4
;Allygus maculatus;Ribaut, 1952;NT;1
;Limotettix atricapillus;(Boheman, 1845);VU;1
;Doratura impudica;Horváth, 1897;DD;1
;Edwardsiana ishidai;(Matsumura, 1932);NT;4
;Edwardsiana plebeja;(Edwards, 1914);NT;1
;Edwardsiana ulmiphagus;Wilson & Claridge, 1999;NT;8
;Ribautiana scalaris;(Ribaut, 1931);DD;1
;Anthocoris amplicollis;Horváth, 1893;EN;1
Ädellövskinnbagge;Megacoelum infusum;(Herrich-Schaeffer, 1837);NT;17
Grågrön gräsängsskinnbagge;Trigonotylus pulchellus;(Hahn, 1834);EN;4
;Orthotylus adenocarpi;(Perris, 1857);NT;2
Borsttåtelskinnbagge;Amblytylus albidus;(Hahn, 1834);NT;63
;Asciodema obsoleta;(Fieber, 1864);NT;6
;Conostethus roseus;(Fallén, 1807);EN;12
Väddklintskinnbagge;Oncotylus viridiflavus;(Goeze, 1778);NT;1
;Psallodema fieberi;(Fieber, 1864);NT;2
Knölskräddare;Gerris gibbifer;Schummel, 1832;NT;3
Mörk bäcklöpare;Velia saulii;Tamanini, 1947;NT;1
Nordlig buksimmare;Sigara fallenoidea;(Hungerford, 1926);NT;5
Slät lövbarkskinnbagge;Aneurus laevis;(Fabricius, 1775);VU;2
;Gampsocoris punctipes;(Germar, 1822);NT;28
Mörk dyngrässkinnbagge;Dimorphopterus spinolae;(Signoret, 1857);EN;31
;Peritrechus lundii;(Gmelin, 1790);EN;5
;Xanthochilus quadratus;(Fabricius, 1798);EN;35
;Abia lonicerae;(Linnaeus, 1758);DD;2
Väddstekel;Abia sericea;(Linnaeus, 1767);NT;7
Alvarsandbi;Andrena alfkenella;R.C.L.Perkins, 1914;NT;37
Batavsandbi;Andrena batava;Pérez, 1902;VU;63
Rapssandbi;Andrena bimaculata;(Kirby, 1802);VU;96
Dådresandbi;Andrena bluethgeni;Stoeckhert, 1930;EN;19
Blåklockesandbi;Andrena curvungula;Thomson, 1870;NT;1
Väpplingsandbi;Andrena gelriae;van der Vecht, 1927;EN;4
Fruktsandbi;Andrena gravida;Imhoff, 1832;VU;9
Slåttersandbi;Andrena humilis;Imhoff, 1832;VU;101
Märgelsandbi;Andrena labialis;(Kirby, 1802);NT;4
Guldsandbi;Andrena marginata;Fabricius, 1776;NT;68
Fältsandbi;Andrena morawitzi;Thomson, 1872;CR;5
Sotsandbi;Andrena nigrospina;Thomson, 1872;VU;69
Nyponsandbi;Andrena nitida;(Müller, 1776);VU;2
Franssandbi;Andrena niveata;Friese, 1887;EN;2
Flodsandbi;Andrena nycthemera;Imhoff, 1868;VU;106
Storfibblebi;Panurgus banksianus;(Kirby, 1802);VU;183
Humlepälsbi;Anthophora plagiata;(Illiger, 1806);EN;206
Mosshumla;Bombus muscorum;(Linnaeus, 1758);NT;398
Pärlbi;Biastes truncatus;(Nylander, 1848);VU;4
Rödfiltbi;Epeolus marginatus;Bischoff, 1930;VU;16
Väddgökbi;Nomada armata;Herrich-Schäffer, 1839;VU;56
Mörkgökbi;Nomada fuscicornis;Nylander, 1848;VU;44
Droppgökbi;Nomada guttulata;Schenck, 1861;NT;7
Bryngökbi;Nomada opaca;Alfken, 1913;NT;2
Ölandsgökbi;Nomada similis;Morawitz, 1872;VU;50
Fransgökbi;Nomada stigma;Fabricius, 1804;NT;2
Fältgökbi;Nomada subcornuta;(Kirby, 1802);VU;7
Hedsidenbi;Colletes fodiens;(Geoffroy, 1785);NT;387
Klöversidenbi;Colletes marginatus;Smith, 1846;NT;98
Franscitronbi;Hylaeus difformis;(Eversmann, 1852);VU;2
Väggcitronbi;Hylaeus pictipes;Nylander, 1852;NT;35
Resedabi;Hylaeus signatus;(Panzer, 1798);NT;118
Stäppbandbi;Seladonia leucahenea;(Ebmer, 1972);EN;262
Guldsmalbi;Lasioglossum aeratum;(Kirby, 1802);NT;282
Stäppsmalbi;Lasioglossum brevicorne;(Schenck, 1870);VU;112
Glanssmalbi;Lasioglossum lucidulum;(Schenck, 1861);VU;50
Släntsmalbi;Lasioglossum nitidiusculum;(Kirby, 1802);NT;119
Kantsmalbi;Lasioglossum sexmaculatum;(Schenck, 1853);NT;1
Rostsmalbi;Lasioglossum xanthopus;(Kirby, 1802);EN;57
Kölblodbi;Sphecodes cristatus;von Hagens, 1882;RE;13
Dvärgblodbi;Sphecodes longulus;von Hagens, 1882;NT;22
Svartblodbi;Sphecodes niger;von Hagens, 1874;VU;27
Monkesolbi;Dufourea halictula;(Nylander, 1852);VU;38
Klocksolbi;Dufourea inermis;(Nylander, 1848);EN;5
Ängskägelbi;Coelioxys mandibularis;Nylander, 1848;NT;31
Stortapetserarbi;Megachile lagopoda;(Linnaeus, 1761);NT;492
Havsmurarbi;Osmia maritima;Friese, 1885;EN;21
Stampansarbi;Stelis phaeoptera;(Kirby, 1802);VU;11
Rödtoppebi;Melitta tricincta;Kirby, 1802;NT;234
;Astata minor;Kohl, 1885;NT;26
;Nysson interruptus;(Fabricius, 1798);EN;5
;Nysson tridens;Gerstäcker, 1867;NT;10
;Crossocerus exiguus;(Vander Linden, 1829);NT;3
;Crossocerus binotatus;Lepeletier & Brullé, 1835;EN;8
;Lindenius pygmaeus;(Rossi, 1794);EN;4
;Tachysphex fulvitarsis;(Costa, 1867);NT;1
;Tachysphex unicolor;(Panzer, 1809);VU;14
;Oxybelus argentatus;Curtis, 1833;NT;18
;Oxybelus latidens;Gerstäcker, 1867;CR;6
;Mellinus crabroneus;(Thunberg, 1791);EN;2
;Diodontus tristis;(Vander Linden, 1829);NT;18
;Pemphredon mortifer;Valkeila, 1970;VU;6
;Mimesa bicolor;(Jurine, 1807);NT;24
;Podalonia luffii;Saunders, 1903;VU;22
Irisguldstekel;Chrysis iris;Christ, 1791;NT;1
Lerguldstekel;Chrysis mediata;Linsenmaier, 1951;DD;2
Solguldstekel;Chrysis scutellaris;Fabricius, 1794;VU;34
Azurguldstekel;Spinolia unicolor;(Dahlbom, 1831);CR;3
Kronguldstekel;Hedychridium caputaureum;Trautmann & Trautmann, 1919;NT;12
Hedguldstekel;Cleptes nitidulus;(Fabricius, 1793);NT;6
Sydhedmyra;Formica bruni;Kutter, 1967;VU;1
Matt hedmyra;Formica foreli;Bondroit, 1918;NT;10
Hedjordmyra;Lasius alienus;(Foerster, 1850);DD;7
Parasitsmalmyra;Leptothorax goesswaldi;Kutter, 1967;EN;1
Tjuvmyra;Solenopsis fugax;(Latreille, 1798);VU;5
Sabelmyra;Strongylognathus testaceus;(Schenck, 1852);CR;8
Mindre snyltvägstekel;Ceropales variegata;(J.C.Fabricius, 1798);EN;1
Ängsvägstekel;Priocnemis agilis;(Shuckard, 1837);NT;4
Murvägstekel;Agenioideus sericeus;(Vander Linden, 1827);NT;27
Vindvägstekel;Anoplius aeruginosus;(Tournier, 1890);NT;1
Dynvägstekel;Arachnospila consobrina;(Dahlbom, 1843);NT;1
Sandjägarstekel;Methocha articulata;(Latreille, 1792);EN;8
Mörk pansarstekel;Tiphia unicolor;(Lepeletier, 1845);VU;7
Spenslig murargeting;Ancistrocerus gazella;(Panzer, 1798);NT;29
Ljus lergeting;Odynerus melanocephalus;(Gmelin, 1790);NT;16
Sandgeting;Pterocheilus phaleratus;(Panzer, 1797);EN;29
Bredkindad bistekel;Gasteruption minutum;(Tournier, 1877);VU;1
Väggbistekel;Gasteruption nigritarse;(Thomson, 1883);NT;1
;Helcon angustator;Nees, 1812;DD;1
;Syzeuctus irrisorius;(Rossi, 1794);VU;25
;Enicospilus merdarius;(Gravenhorst, 1829);NT;2
;Eremotylus marginatus;(Jurine, 1807);EN;1
;Perithous divinator;(Rossi, 1790);NT;3
;Hybomischos septemcinctorius;(Thunberg, 1824);NT;1
;Tromatobia variabilis;(Holmgren, 1856);NT;2
;Itoplectis clavicornis;(Thomson, 1889);VU;1
;Netelia caucasica;Kokujev, 1899;NT;1
Ängsväddsantennmal;Nemophora cupriacella;(Hübner, 1819);VU;4
Åkerväddsantennmal;Nemophora metallica;(Poda, 1761);NT;783
Bokantennmal;Nematopogon adansoniellus;(de Villers, 1789);VU;59
Mjölkörtsspinnare;Lemonia dumi;(Linnaeus, 1761);VU;1
Svävflugedagsvärmare;Hemaris tityus;(Linnaeus, 1758);NT;20
Mindre poppelglasvinge;Eusphecia melanocephala;Dalman, 1816;NT;24
Bålgetingsglasvinge;Sesia bembeciformis;(Hübner, 1806);VU;39
Vickerglasvinge;Bembecia ichneumoniformis;(Denis & Schiffermüller, 1775);NT;142
Ekglasvinge;Synanthedon vespiformis;(Linnaeus, 1761);NT;68
Timjanskäckmal;Klimeschia transversella;(Zeller, 1839);NT;36
Vasspetsad sikelvinge;Sabra harpagula;(Esper, 1786);NT;24
Hylsnejlikesäckmal;Coleophora adelogrammella;Zeller, 1849;VU;4
Ljuskantad slånsäckmal;Coleophora adjectella;Herrich-Schäffer, 1855;EN;32
Vitkantad almsäckmal;Coleophora badiipennella;(Duponchel, 1843);NT;1
Silverstreckad säckmal;Coleophora chalcogrammella;Zeller, 1839;EN;1
Nejliksäckmal;Coleophora dianthi;Herrich-Schäffer, 1855;EN;1
Hampflockelssäckmal;Coleophora follicularis;(Vallot, 1802);NT;2
Större sötvedelssäckmal;Coleophora gallipennella;(Hübner, 1796);NT;18
Grovfjällig hedblomstersäckmal;Coleophora gnaphalii;Zeller, 1839;EN;29
Grå fältmalörtssäckmal;Coleophora granulatella;Zeller, 1849;NT;10
Punkterad backglimssäckmal;Coleophora hackmani;(Toll, 1953);VU;26
Ljuskantad almsäckmal;Coleophora limosipennella;(Duponchel, 1843);NT;15
Stinksyskesäckmal;Coleophora lineolea;(Haworth, 1828);NT;37
Sikelsäckmal;Coleophora lixella;Zeller, 1849;NT;32
Strandtågssäckmal;Coleophora maritimella;Newman, 1873;NT;2
Ljusringad backglimssäckmal;Coleophora nutantella;Mühlig & Frey, 1857;VU;5
Jungfrusäckmal;Coleophora parthenogenella;Falck, 2010;NT;18
Glasörtssäckmal;Coleophora salicorniae;Wocke, 1876;VU;8
Knytlingsäckmal;Coleophora scabrida;Toll, 1959;VU;22
Skarpringad stjärnblomssäckmal;Coleophora solitariella;Zeller, 1849;VU;17
Grovfjällig malörtssäckmal;Coleophora succursella;Herrich-Schäffer, 1855;NT;21
Odörtsplattmal;Agonopterix alstromeriana;(Clerck, 1759);NT;13
Ginstplattmal;Agonopterix atomella;(Denis & Schiffermüller, 1775);EN;1
Mindre bockrotsplattmal;Agonopterix capreolella;(Zeller, 1839);NT;3
Blåklintsplattmal;Agonopterix laterella;(Denis & Schiffermüller, 1775);EN;1
Backsiljeplattmal;Agonopterix parilella;(Treitschke, 1835);EN;3
Harrisbladsplattmal;Agonopterix scopariella;(Heinemann, 1870);NT;64
Vattenmärkeplattmal;Agonopterix yeatiana;(Fabricius, 1781);NT;25
Brun tibastmal;Anchinia cristalis;(Scopoli, 1763);CR;9
Jungfrulinspraktmal;Hypercallia citrinalis;(Scopoli, 1763);NT;1
Trepunktspraktmal;Telechrysis tripuncta;(Haworth, 1828);NT;5
Bokskogsgräsmal;Elachista unifasciella;(Haworth, 1828);NT;2
Töcknig trymal;Perittia obscurepunctella;(Stainton, 1848);VU;5
Prickig stenfrömal;Ethmia dodecea;(Haworth, 1828);RE;1
Lungörtssorgmal;Ethmia quadrillella;(Goeze, 1783);NT;4
Mindre käringtandspalpmal;Aproaerema wormiella;(Wolff, 1958);VU;2
Solvändepalpmal;Mesophleps silacellus;(Hübner, 1796);NT;1
Gråbrun palpmal;Stomopteryx remissella;(Zeller, 1847);VU;3
Blydystermal;Eulamprotes plumbella;(Heinemann, 1870);NT;9
Mindre silverdystermal;Eulamprotes superbella;(Zeller, 1839);NT;17
Hedblomsterstävmal;Ptocheuusa inopella;(Zeller, 1839);EN;15
Sandfältspalpmal;Brachmia dimidiella;(Denis & Schiffermüller, 1775);EN;26
Sandklövernålmal;Dichomeris limosella;(Schläger, 1849);VU;16
Sandnejlikegallmal;Caryocolum arenariellum;(Benander, 1937);EN;24
Mindre buskstjärnblomsmal;Caryocolum huebneri;(Haworth, 1828);NT;1
Större ginststävmal;Prolita solutella;(Zeller, 1839);EN;1
Glasörtssmåstävmal;Scrobipalpa salicorniae;(E.Hering, 1889);EN;2
Dubbelstreckad näbbmal;Sophronia chilonella;(Treitschke, 1833);CR;7
Bågstreckad näbbmal;Sophronia humerella;(Denis & Schiffermüller, 1775);NT;15
Bokskogstubmal;Agnoea subochreella;(Doubleday, 1859);NT;1
Solvändebrokmal;Mompha miscella;(Denis & Schiffermüller, 1775);NT;2
Häxörtsbrokmal;Mompha terminella;(Humphreys & Westwood, 1845);NT;4
Vitfläckig praktmal;Denisia albimaculea;(Haworth, 1828);EN;7
Palpmossmal;Aplota palpella;(Haworth, 1828);NT;1
Sälgbrokmal;Chrysoclista lathamella;(Fletcher, 1936);EN;1
Lindbrokmal;Chrysoclista linneella;(Clerck, 1759);VU;5
Gulhövdad hagtornsbrokmal;Spuleria flavicaput;(Haworth, 1828);VU;10
Arvfältmal;Scythris knochella;(Fabricius, 1794);CR;18
Sandfältmal;Scythris siccella;(Zeller, 1839);VU;3
Hedvintermätare;Lycia zonaria;(Denis & Schiffermüller, 1775);EN;37
Skägglavmätare;Alcis jubata;(Thunberg, 1788);VU;3
Hedmätare;Selidosema brunnearia;(Villers, 1789);NT;42
Mottmätare;Pachycnemia hippocastanaria;(Hübner, 1799);EN;10
Smaragdgrön lundmätare;Hemistola chrysoprasaria;(Esper, 1795);EN;151
Mellanmätare;Phibalapteryx virgata;(Hufnagel, 1767);NT;221
Grå puckelmätare;Lithostege griseata;(Denis & Schiffermüller, 1775);CR;43
Gulryggig fältmätare;Ecliptopera capitata;(Herrich-Schäffer, 1839);VU;33
Nätådrig parkmätare;Eustroma reticulata;(Denis & Schiffermüller, 1775);VU;23
Skogskärrsfältmätare;Lampropteryx otregiata;(Metcalfe, 1917);NT;7
Bredbrämad malmätare;Eupithecia cauchiata;(Duponchel, 1830);NT;1
Skuggmalmätare;Eupithecia immundata;(Lienig & Zeller, 1846);VU;15
Hagtornsmalmätare;Eupithecia insigniata;(Hübner, 1790);NT;63
Dvärgmalmätare;Eupithecia pygmaeata;(Hübner, 1799);NT;19
Kirskålsmalmätare;Eupithecia selinata;Herrich-Schäffer, 1861;NT;43
Ängsmalmätare;Eupithecia subumbrata;(Denis & Schiffermüller, 1775);NT;105
Glimmalmätare;Eupithecia venosata;(Fabricius, 1787);NT;127
Vitaktig strimmätare;Horisme aquata;(Hübner, 1813);EN;78
Längsbandad strimmätare;Horisme vitalbata;(Denis & Schiffermüller, 1775);NT;1
Piltecknad fältmätare;Gagitodes sagittata;(Fabricius, 1787);NT;6
Snedstreckad fältmätare;Perizoma bifaciata;(Haworth, 1809);NT;78
Brunflammig fältmätare;Perizoma flavofasciata;(Thunberg, 1792);NT;186
Glimfältmätare;Perizoma hydrata;(Treitschke, 1829);NT;42
Svartbrun klaffmätare;Philereme transversata;(Hufnagel, 1767);NT;79
Grå klaffmätare;Philereme vetulata;(Denis & Schiffermüller, 1775);NT;100
Berberisfältmätare;Pareulype berberata;(Denis & Schiffermüller, 1775);VU;22
Vägtornsmätare;Triphosa dubitata;(Linnaeus, 1758);NT;22
Mångstreckad fältmätare;Costaconvexa polygrammata;(Borkhausen, 1794);NT;275
Bredbandad mårfältmätare;Epirrhoe galiata;(Denis & Schiffermüller, 1775);NT;98
Mindre mårfältmätare;Epirrhoe hastulata;(Hübner, 1790);NT;7
Gråstreckad backmätare;Scotopteryx luridata;(Hufnagel, 1767);VU;1
Springkornsfältmätare;Xanthorhoe biriviata;(Borkhausen, 1794);NT;46
Mindre purpurmätare;Lythria cruentaria;(Hufnagel, 1767);NT;1028
Gulgrå lövmätare;Scopula marginepunctata;(Goeze, 1781);CR;34
Prydlig lövmätare;Scopula ornata;(Scopoli, 1763);CR;59
Rödlätt lövmätare;Scopula rubiginata;(Hufnagel, 1767);NT;210
Sidenlövmätare;Idaea dilutaria;(Hübner, 1799);EN;21
Almkronmal;Bucculatrix albedinella;(Zeller, 1839);NT;4
Sandkronmal;Bucculatrix ratisbonensis;Stainton, 1861;VU;8
Ljus askstyltmal;Caloptilia cuculipennella;(Hübner, 1796);VU;24
Ginstbladsguldmal;Phyllonorycter staintoniellus;(Nicelli, 1853);CR;5
Skogsalmsguldmal;Phyllonorycter tristrigellus;(Haworth, 1828);NT;43
Humlerotfjäril;Hepialus humuli;(Linnaeus, 1758);NT;335
Lundalmsdvärgmal;Stigmella lemniscella;(Zeller, 1839);NT;17
Backdvärgmal;Stigmella sakhalinella;Puplesis, 1984;DD;16
Skogsalmsdvärgmal;Stigmella ulmivora;(Fologne, 1860);NT;35
Harrisdvärgmal;Trifurcula immundella;(Zeller, 1839);NT;26
Gulfläckig igelkottsspinnare;Hyphoraia aulica;(Linnaeus, 1758);EN;11
Fläckig glansspinnare;Callimorpha dominula;(Linnaeus, 1758);NT;199
Streckhedspinnare;Spiris striata;(Linnaeus, 1758);VU;207
Större borstspinnare;Setina irrorella;(Linnaeus, 1758);NT;1
Gulpannad lavspinnare;Eilema pygmaeola;(Doubleday, 1847);NT;40
Mjölfly;Eublemma minutata;(Fabricius, 1794);EN;431
Jungfrulinsfly;Phytometra viridaria;(Clerck, 1759);NT;2
Rosenryggat ordensfly;Catocala pacta;(Linnaeus, 1758);VU;1
Tvärstreckat mottfly;Schrankia taenialis;(Hübner, 1809);NT;16
Ljungtofsspinnare;Orgyia antiquoides;(Hübner, 1822);VU;6
Ljusribbat vickerfly;Lygephila craccae;(Denis & Schiffermüller, 1775);NT;1
Tvärbandat vickerfly;Lygephila viciae;(Hübner, 1822);NT;8
Åkervindefly;Acontia trabealis;(Scopoli, 1763);VU;73
Treuddsaftonfly;Acronicta tridens;(Denis & Schiffermüller, 1775);VU;3
Ligusterfly;Craniophora ligustri;(Denis & Schiffermüller, 1775);NT;566
Kalkfly;Tyta luctuosa;(Denis & Schiffermüller, 1775);NT;19
Blekgult lavfly;Bryophila domestica;(Hufnagel, 1766);NT;20
Silverfläckat kapuschongfly;Cucullia argentea;(Hufnagel, 1766);CR;13
Malörtskapuschongfly;Cucullia artemisiae;(Hufnagel, 1766);EN;13
Grågult kapuschongfly;Cucullia lychnitis;Rambur, 1833;VU;45
Ljusgrått kapuschongfly;Cucullia praecana;Eversmann, 1844;VU;41
Flenörtskapuschongfly;Cucullia scrophulariae;(Denis & Schiffermüller, 1775);VU;226
Kungsljuskapuschongfly;Cucullia verbasci;(Linnaeus, 1758);EN;44
Vitbandat glansfly;Deltote deceptoria;(Scopoli, 1763);VU;32
Kardväddsknölfly;Heliothis viriplaca;(Hufnagel, 1766);VU;135
Grått johannesörtsfly;Chloantha hyperici;(Denis & Schiffermüller, 1775);NT;15
Mindre stamfly;Amphipoea crinanensis;(Burrows, 1908);NT;27
Sandängsfly;Apamea anceps;(Denis & Schiffermüller, 1775);NT;84
Grönt hedmarksfly;Calamia tridens;(Hufnagel, 1766);NT;515
Dvärgrörfly;Coenobia rufa;(Haworth, 1809);NT;43
